시도,주차장명,주차장유형 (노상/노외/부설),주소,위도,경도,관리기관,전화번호 (주차장관리자),"'18.9.22(토), 개방시작시간","'18.9.22(토), 개방종료시간","18.9.23(일), 개방시작시간","18.9.23(일), 개방종료시간","18.9.24(월), 개방시작시간","18.9.24(월), 개방종료시간","18.9.25(화), 개방시작시간","18.9.25(화),개방종료시간","18.9.26(수), 개방시작시간","18.9.26(수), 개방종료시간",특이사항,,,,,,,,,,,,,,,,,
경기도,장기3,노외,경기도 김포시 김포한강1로78번길 61-5,37.6434628235,126.6728359111,경기도 김포시시설관리공단,031-997-0068,,,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,,,,,,,,,,,,,,,,,,
경기도,대명,노외,경기도 김포시 대곶면 약암리 1129-2,37.6397936021,126.5452889609,경기도 김포시청,031-980-2327,,,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,,,,,,,,,,,,,,,,,,
경기도,대곶공영주차장,노외,경기도 김포시 대곶면 율생리 520,37.6492407135,126.5829755816,경기도 김포시청,031-980-2327,,,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,,,,,,,,,,,,,,,,,,
경기도,사우자주식,노외,경기도 김포시 돌문로 32,37.6189700863,126.7196897157,경기도 김포시시설관리공단,031-997-0068,,,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,,,,,,,,,,,,,,,,,,
경기도,사우노외5구역,노외,경기도 김포시 돌문로 50-18,37.6198860727,126.7184402827,경기도 김포시시설관리공단,031-997-0068,,,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,,,,,,,,,,,,,,,,,,
경기도,사우노외4구역,노외,경기도 김포시 돌문로 50-5,37.6196852347,126.7173536686,경기도 김포시시설관리공단,031-997-0068,,,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,,,,,,,,,,,,,,,,,,
경기도,사우노상2구역,노상,경기도 김포시 돌문로 62번길(돌문상가 일대),,,경기도 김포시시설관리공단,031-997-0068,,,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,,,,,,,,,,,,,,,,,,
경기도,사우노상1구역,노상,경기도 김포시 돌문로 86번길(돌문상가 일대),,,경기도 김포시시설관리공단,031-997-0068,,,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,,,,,,,,,,,,,,,,,,
경기도,사우노외2구역,노외,경기도 김포시 돌문로62번길 49,37.6207444137,126.7157185260,경기도 김포시시설관리공단,031-997-0068,,,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,,,,,,,,,,,,,,,,,,
경기도,사우노외1구역,노외,경기도 김포시 돌문로86번길 11-2,37.6221016909,126.7144106737,경기도 김포시시설관리공단,031-997-0068,,,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,,,,,,,,,,,,,,,,,,
경기도,사우노외3구역,노외,경기도 김포시 돌문로86번길 12-20,37.6209418258,126.7153892821,경기도 김포시시설관리공단,031-997-0068,,,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,,,,,,,,,,,,,,,,,,
경기도,사우택지 노상,노상,경기도 김포시 보건소 삼보아파트 앞,,,경기도 김포시청,031-980-2327,,,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,,,,,,,,,,,,,,,,,,
경기도,북변,노외,경기도 김포시 북변동 275(구북변터미널),37.6283260292,126.7101951940,경기도 김포시시설관리공단,031-997-0068,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,,,,,,,,,,,,,,,,,,
경기도,북변자주식,노외,"경기도 김포시 북변동 758,759(김포서초교)",37.6283249781,126.7026053209,경기도 김포시시설관리공단,031-997-0068,,,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,,,,,,,,,,,,,,,,,,
경기도,김포2,노외,경기도 김포시 북변중로 18,37.6236029124,126.7130229226,경기도 김포시시설관리공단,031-997-0068,,,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,,,,,,,,,,,,,,,,,,
경기도,북변택지 노상,노상,경기도 김포시 북변택지지구,,,경기도 김포시청,031-980-2327,,,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,,,,,,,,,,,,,,,,,,
경기도,사우노외9구역,노외,경기도 김포시 사우동 871/883,37.6217619117,126.7267925972,경기도 김포시시설관리공단,031-997-0068,,,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,,,,,,,,,,,,,,,,,,
경기도,사우2,노외,"경기도 김포시 사우동 920, 919",37.6184952881,126.7208241852,경기도 김포시시설관리공단,031-997-0068,,,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,,,,,,,,,,,,,,,,,,
경기도,사우노상3구역,노상,경기도 김포시 사우동 935번지(신중앙상가 일대),37.6197693568,126.7186106305,경기도 김포시시설관리공단,031-997-0068,,,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,,,,,,,,,,,,,,,,,,
경기도,사우노외8구역,노외,경기도 김포시 사우동818(동남@ 앞),37.6228263189,126.7312176532,경기도 김포시시설관리공단,031-997-0068,,,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,,,,,,,,,,,,,,,,,,
경기도,사우4구역 노상,노상,경기도 김포시 사우중로 1,37.6153023449,126.7156375190,경기도 김포시청,031-980-2327,,,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,,,,,,,,,,,,,,,,,,
경기도,사우노상6구역,노상,경기도 김포시 사우중로(보건소 방향),,,경기도 김포시시설관리공단,031-997-0068,,,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,,,,,,,,,,,,,,,,,,
경기도,사우노외7구역,노외,경기도 김포시 사우중로74번길 19,37.6213795895,126.7213230094,경기도 김포시시설관리공단,031-997-0068,,,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,,,,,,,,,,,,,,,,,,
경기도,갈산 노상,노상,경기도 김포시 월곶면 갈산3리 일대 (오리정),37.7551822159,126.5579011192,경기도 김포시청,031-980-2327,,,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,,,,,,,,,,,,,,,,,,
경기도,군하 노상,노상,경기도 김포시 월곶면 군하리 일대 (애기봉 방향),37.7105168651,126.5541424076,경기도 김포시청,031-980-2327,,,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,,,,,,,,,,,,,,,,,,
경기도,장기상가 노상,노상,경기도 김포시 장기 상업지역,37.6413930999,126.6802549862,경기도 김포시청,031-980-2327,,,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,,,,,,,,,,,,,,,,,,
경기도,장기지구 먹자골목 노상,노상,"경기도 김포시 장기동 1783, 1785",37.6431303884,126.6731659639,경기도 김포시시설관리공단,031-997-0068,,,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,,,,,,,,,,,,,,,,,,
경기도,장기상가 일방통행로 노상,노상,경기도 김포시 장기동 1796,37.6441325002,126.6674962522,경기도 김포시시설관리공단,031-997-0068,,,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,,,,,,,,,,,,,,,,,,
경기도,장기지구 노상,노상,경기도 김포시 장기동 1864,37.6451287551,126.6693273489,경기도 김포시시설관리공단,031-997-0068,,,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,,,,,,,,,,,,,,,,,,
경기도,장기5,노외,경기도 김포시 장기동 2025-2,37.6396273476,126.6803079413,경기도 김포시시설관리공단,031-997-0068,,,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,,,,,,,,,,,,,,,,,,
경기도,통진,노외,경기도 김포시 통진읍 서암로 98,37.6937090489,126.6001742507,경기도 김포시시설관리공단,031-997-0068,,,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,,,,,,,,,,,,,,,,,,
경기도,하성,노외,경기도 김포시 하성면 석탄리 530-15,37.7202277764,126.6343293353,경기도 김포시청,031-980-2327,,,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,,,,,,,,,,,,,,,,,,
경기도,지금 제2공영주차장(소방서 뒤),노외,경기도 남양주시 가운동 664,37.6047834451,127.1579275783,남양주도시공사,031-560-1211,10:00,17:00,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,직영,,,,,,,,,,,,,,,,,
경기도,지금노상 제1공영주차장(더 컨벤션앞),노상,경기도 남양주시 가운동 707,37.6046954197,127.1563419489,제일파킹,031-560-1211,10:00,19:00,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,민간재위탁,,,,,,,,,,,,,,,,,
경기도,지금노상 제2공영주차장(더 컨벤션 뒤),노상,경기도 남양주시 가운동 718,37.6042276627,127.1557634361,대성산업,031-560-1211,10:00,19:00,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,민간재위탁,,,,,,,,,,,,,,,,,
경기도,남양주제1청사 부설주차장(남양주시청),부설,경기도 남양주시 경춘로 1037,37.6356678845,127.2162470508,경기도 남양주도시공사,031-560-1211,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,청사주차장,,,,,,,,,,,,,,,,,
경기도,호평노상 제1공영주차장(싸이더스 뒤),노상,경기도 남양주시 늘을2로 26(호평동),37.6550032430,127.2440210252,남양주도시공사,031-560-1211,09:00,18:00,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,직영,,,,,,,,,,,,,,,,,
경기도,지금 제1공영주차장(기업은행 뒤),노외,경기도 남양주시 도농동 155-6,37.6052521745,127.1577586805,남양주도시공사,031-560-1211,10:00,17:00,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,직영,,,,,,,,,,,,,,,,,
경기도,별내동노상 제6공영주차장(로데오거리),노상,경기도 남양주시 별내동 1004,37.6449685478,127.1258997619,대성산업,031-560-1211,09:00,18:00,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,민간재위탁,,,,,,,,,,,,,,,,,
경기도,별내동노상 제3공영주차장(우리은행 앞),노상,경기도 남양주시 별내동 1017,37.6473045252,127.1235127543,대성산업,031-560-1211,09:00,18:00,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,민간재위탁,,,,,,,,,,,,,,,,,
경기도,별내동노상 제2공영주차장(동익미라벨 옆),노상,경기도 남양주시 별내동 1031,37.6469464443,127.1212346372,대성산업,031-560-1211,09:00,18:00,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,민간재위탁,,,,,,,,,,,,,,,,,
경기도,별내동노상 제4공영주차장(쌍용아파트 옆),노상,경기도 남양주시 별내동 1031,37.6469464443,127.1212346372,대성산업,031-560-1211,09:00,18:00,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,민간재위탁,,,,,,,,,,,,,,,,,
경기도,별내동노상 제8공영주차장(신안상가 앞),노상,경기도 남양주시 별내동 1032,37.6469421559,127.1164302716,남양주도시공사,031-560-1211,09:00,18:00,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,직영,,,,,,,,,,,,,,,,,
경기도,별내동노상 제1공영주차장(동익미라벨 앞),노상,경기도 남양주시 별내동 1059,37.6502181359,127.1200613489,대성산업,031-560-1211,09:00,18:00,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,민간재위탁,,,,,,,,,,,,,,,,,
경기도,별내동노상 제9공영주차장(화접지하차도 상부),노상,경기도 남양주시 별내동 1098,37.6519460073,127.1127663874,남양주도시공사,031-560-1211,09:00,18:00,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,직영,,,,,,,,,,,,,,,,,
경기도,별내동 제1공영주차장(별내동파출소 뒤),노외,경기도 남양주시 별내동 935,37.6559153559,127.1258724882,남양주도시공사,031-560-1211,10:00,17:00,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,직영,,,,,,,,,,,,,,,,,
경기도,와부 제2공영주차장(철길 밑),노외,경기도 남양주시 와부읍 덕소로 100-3,37.5851761906,127.2118119622,남양주도시공사,031-560-1211,10:00,19:00,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,직영,,,,,,,,,,,,,,,,,
경기도,와부 제3공영주차장(도심역사),노외,경기도 남양주시 와부읍 덕소로 100-4,37.5908437210,127.2490109182,남양주도시공사,031-560-1211,10:00,19:00,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,직영,,,,,,,,,,,,,,,,,
경기도,와부노상 제1공영주차장(주공APT앞),노상,경기도 남양주시 와부읍 덕소로97번길 12(주공아파트),37.5855050556,127.2143376209,교통장애인협회,031-595-1115,09:00,20:00,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,민간재위탁,,,,,,,,,,,,,,,,,
경기도,와부 제1공영주차장(읍민회관),노외,경기도 남양주시 와부읍 덕소로97번길 7-3,37.5862828223,127.2126981569,장애인협회,031-560-1211,09:00,22:00,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,민간재위탁,,,,,,,,,,,,,,,,,
경기도,와부 제4공영주차장(예봉산 입구),노외,경기도 남양주시 와부읍 팔당리 199-4,37.5450709063,127.2461106804,남양주도시공사,031-560-1211,09:00,18:00,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,직영,,,,,,,,,,,,,,,,,
경기도,사릉 제2공영주차장(구 사릉역),노외,경기도 남양주시 진건읍 사릉리 590-2,37.6503611491,127.1789743044,남양주도시공사,031-560-1211,07:00,17:00,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,직영,,,,,,,,,,,,,,,,,
경기도,사릉 제1공영주차장(사릉역사 옆),노외,경기도 남양주시 진건읍 사릉리 604-12,37.6522218315,127.1758057853,남양주도시공사,031-560-1211,07:00,17:00,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,직영,,,,,,,,,,,,,,,,,
경기도,"진접노상 제4공영주차장(휴먼시아, 부영APT옆)",노상,경기도 남양주시 진접읍 금곡리 1127-113,37.7145163335,127.1977257550,블루파킹,031-560-1211,09:00,18:00,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,민간재위탁,,,,,,,,,,,,,,,,,
경기도,진접노상 제5공영주차장(신한은행뒤),노상,경기도 남양주시 진접읍 금곡리 1127-16,37.7209882832,127.1958598833,남양주도시공사,031-560-1211,09:00,18:00,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,직영,,,,,,,,,,,,,,,,,
경기도,진접노상 제7공영주차장(우체국 뒤),노상,경기도 남양주시 진접읍 금곡리 1127-3,37.7121008518,127.1870816300,남양주도시공사,031-560-1211,09:00,18:00,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,직영,,,,,,,,,,,,,,,,,
경기도,퇴계원 제3공영주차장(풍양출장소 뒤),노외,경기도 남양주시 퇴계원면 경춘북로 527-1,37.6479139897,127.1427314225,남양주도시공사,031-560-1211,10:00,19:00,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,직영,,,,,,,,,,,,,,,,,
경기도,퇴계원 제2공영주차장(퇴계원 공원 밑),노외,경기도 남양주시 퇴계원면 퇴계원리 257-6,37.6511391711,127.1429754346,남양주도시공사,031-560-1211,10:00,19:00,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,직영,,,,,,,,,,,,,,,,,
경기도,퇴계원둔치 공영주차장,노외,경기도 남양주시 퇴계원면 퇴계원리 318-1,37.6462226889,127.1405867073,퇴계원새마을지도자회,031-560-1211,08:00,20:00,00:00,24:00,00:00,24:00,00:00,24:00,08:00,20:00,민간재위탁,,,,,,,,,,,,,,,,,
경기도,평내 제2공영주차장(평내호평 역사),노외,경기도 남양주시 평내동 660-8,37.6534468211,127.2429167882,남양주도시공사,031-560-1211,06:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,직영,,,,,,,,,,,,,,,,,
경기도,화도 제4공영주차장(금마복개),노외,경기도 남양주시 화도읍 마석로 16-1,37.6517772085,127.3066864606,남양주도시공사,031-560-1211,09:00,23:00,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,직영,,,,,,,,,,,,,,,,,
경기도,화도 제1공영주차장(마석 5일장),노외,경기도 남양주시 화도읍 마석우리 334-11,37.6530841860,127.3029409148,남양주도시공사,031-560-1211,09:00,23:00,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,직영,,,,,,,,,,,,,,,,,
경기도,화도 제2공영주차장(송라초교 옆),노외,경기도 남양주시 화도읍 마석우리 339-12,37.6531141775,127.3017738458,미디어캐어라인,031-560-1211,10:00,17:00,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,민간재위탁,,,,,,,,,,,,,,,,,
경기도,화도 제5공영주차장(마석택지지구),노외,경기도 남양주시 화도읍 마석우리 392-3,37.6569135989,127.3028203336,남양주도시공사,031-560-1211,09:00,23:00,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,직영,,,,,,,,,,,,,,,,,
경기도,화도 제3공영주차장(구파출소 뒤),노외,경기도 남양주시 화도읍 마석중앙로 107,37.6528344505,127.3089684783,남양주도시공사,031-560-1211,09:00,23:00,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,직영,,,,,,,,,,,,,,,,,
경기도,화도 제6공영주차장(구읍사무소뒤),노외,경기도 남양주시 화도읍 마석중앙로 83-8,37.6520589217,127.3092372580,남양주도시공사,031-560-1211,09:00,23:00,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,직영,,,,,,,,,,,,,,,,,
경기도,화도노상 제3공영주차장(마석택지지구),노상,경기도 남양주시 화도읍 비룡로 58,37.6571410821,127.3019373096,남양주도시공사,031-560-1211,09:00,22:00,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,직영,,,,,,,,,,,,,,,,,
경기도,화성빌라 앞,노상,경기도 동두천시 강변로300번길 60,37.8995252428,127.0467005375,경기도 동두천시청,031-860-2299,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,,,,,,,,,,,,,,,,,,
경기도,강변성모병원 옆,노상,경기도 동두천시 강변로430번길 7,37.9075236901,127.0513445986,경기도 동두천시청,031-860-2299,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,,,,,,,,,,,,,,,,,,
경기도,광암교,노외,경기도 동두천시 광암동 195-1,37.8945751436,127.0871481068,경기도 동두천시청,031-860-2299,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,,,,,,,,,,,,,,,,,,
경기도,보영여고 앞,노상,경기도 동두천시 동광로 124,37.9112132105,127.0608421774,경기도 동두천시청,031-860-2299,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,,,,,,,,,,,,,,,,,,
경기도,경환자동차 앞,노상,경기도 동두천시 동광로 172,37.9152675590,127.0605041957,경기도 동두천시청,031-860-2299,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,,,,,,,,,,,,,,,,,,
경기도,동광극장 앞,노상,경기도 동두천시 동광로 38,37.9084062426,127.0522093745,경기도 동두천시청,031-860-2299,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,,,,,,,,,,,,,,,,,,
경기도,동두천시 선거관리위원회,노외,경기도 동두천시 동두천동 198-19,37.9269904713,127.0566234751,동두천시선거관리위원회,031-860-5083,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,,,,,,,,,,,,,,,,,,
경기도,동두천역,노외,경기도 동두천시 동두천동 225,37.9273797687,127.0522902882,경기도 동두천시청,031-860-2299,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,,,,,,,,,,,,,,,,,,
경기도,동두천역 담장,노상,경기도 동두천시 동두천동 245-156,37.9286854385,127.0538721671,경기도 동두천시청,031-860-2299,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,,,,,,,,,,,,,,,,,,
경기도,제일감리교회 앞,노상,경기도 동두천시 동두천로 294,37.9075756933,127.0560976641,경기도 동두천시청,031-860-2299,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,,,,,,,,,,,,,,,,,,
경기도,재광타운 앞,노상,경기도 동두천시 못골로49번길 40,37.9020482246,127.0657582165,경기도 동두천시청,031-860-2299,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,,,,,,,,,,,,,,,,,,
경기도,동두천시청,노외,경기도 동두천시 방죽로 23,37.9033841956,127.0606995948,경기도 동두천시청,031-860-2299,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,,,,,,,,,,,,,,,,,,
경기도,동두천시 보산동행정복지센터,노외,경기도 동두천시 보산동 314-9,37.9179338814,127.0613705840,경기도 동두천시청,031-860-2299,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,,,,,,,,,,,,,,,,,,
경기도,동양가구 앞,노상,경기도 동두천시 보산동 412-25,37.9134128114,127.0580691869,경기도 동두천시청,031-860-2299,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,,,,,,,,,,,,,,,,,,
경기도,보산역,노외,경기도 동두천시 보산동 423-7,37.9138546319,127.0572848589,경기도 동두천시청,031-860-2299,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,,,,,,,,,,,,,,,,,,
경기도,카리스뮤직 앞,노상,경기도 동두천시 보산동 435-24,37.9175490883,127.0558660264,경기도 동두천시청,031-860-2299,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,,,,,,,,,,,,,,,,,,
경기도,2사단 정문,노외,경기도 동두천시 보산동 438-32,37.9167735624,127.0574575928,경기도 동두천시청,031-860-2299,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,,,,,,,,,,,,,,,,,,
경기도,보산동전철하부,노외,경기도 동두천시 보산동 443,37.9214409957,127.0560962784,경기도 동두천시청,031-860-2299,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,,,,,,,,,,,,,,,,,,
경기도,로젠병원 앞,노상,경기도 동두천시 삼육사로 1004,37.8989692177,127.0615374894,경기도 동두천시청,031-860-2299,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,,,,,,,,,,,,,,,,,,
경기도,생연주공 앞,노상,경기도 동두천시 삼육사로 1029,37.9000216422,127.0647900660,경기도 동두천시청,031-860-2299,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,,,,,,,,,,,,,,,,,,
경기도,상패동8통,노외,경기도 동두천시 삼육사로692번길 181,37.9020538347,127.0254855426,경기도 동두천시청,031-860-2299,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,,,,,,,,,,,,,,,,,,
경기도,소요산축산물브랜드육타운,노외,경기도 동두천시 상봉암동 10,37.9456541228,127.0638726779,경기도 동두천시청,031-860-2322,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,,,,,,,,,,,,,,,,,,
경기도,소요산역,노외,경기도 동두천시 상봉암동 127-1,37.9484933995,127.0611786302,경기도 동두천시청,031-860-2299,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,,,,,,,,,,,,,,,,,,
경기도,상패교 둔치,노외,경기도 동두천시 상패동 2-14,37.9170724997,127.0538186616,경기도 동두천시청,031-860-2299,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,,,,,,,,,,,,,,,,,,
경기도,중앙근린공원 공영주차장,노외,경기도 동두천시 생연동 221,37.9081842987,127.0643648061,경기도 동두천시청,031-860-2299,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,,,,,,,,,,,,,,,,,,
경기도,우성아파트 앞,노상,경기도 동두천시 생연동 464-9,37.9086086776,127.0625344206,경기도 동두천시청,031-860-2299,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,,,,,,,,,,,,,,,,,,
경기도,은성교회 전철하부,노외,경기도 동두천시 생연동 539-12,37.9129896873,127.0573979393,경기도 동두천시청,031-860-2299,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,,,,,,,,,,,,,,,,,,
경기도,동광로80번길,노상,경기도 동두천시 생연동 548-47,37.9106563695,127.0572029047,경기도 동두천시청,031-860-2299,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,,,,,,,,,,,,,,,,,,
경기도,중앙동5통,노외,경기도 동두천시 생연동 552-16,37.9092425163,127.0558714414,경기도 동두천시청,031-860-2299,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,,,,,,,,,,,,,,,,,,
경기도,중앙경로당  앞,노상,경기도 동두천시 생연동 561-59,37.9116026532,127.0565326813,경기도 동두천시청,031-860-2299,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,,,,,,,,,,,,,,,,,,
경기도,중앙동13통,노외,경기도 동두천시 생연동 583-39,37.9094417225,127.0535973491,경기도 동두천시청,031-860-2299,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,,,,,,,,,,,,,,,,,,
경기도,생연우체국 앞,노상,경기도 동두천시 생연동 592-13,37.9057119697,127.0533673777,경기도 동두천시청,031-860-2299,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,,,,,,,,,,,,,,,,,,
경기도,동두천시 중앙동행정복지센터,노외,경기도 동두천시 생연동 609-6,37.9077750609,127.0534597544,경기도 동두천시청,031-860-2299,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,,,,,,,,,,,,,,,,,,
경기도,중앙역세권주차장,노외,경기도 동두천시 생연동 678-60,37.9028553163,127.0549799896,경기도 동두천시청,031-860-2299,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,,,,,,,,,,,,,,,,,,
경기도,동두천중앙역,노외,경기도 동두천시 생연동 725-38,37.9010798190,127.0564568238,경기도 동두천시청,031-860-2299,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,,,,,,,,,,,,,,,,,,
경기도,생연로,노상,경기도 동두천시 생연로 110,37.9021903629,127.0508976694,경기도 동두천시청,031-860-2299,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,,,,,,,,,,,,,,,,,,
경기도,제일시장,노외,경기도 동두천시 생연로 123-1,37.9036048011,127.0509554396,경기도 동두천시청,031-860-2299,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,,,,,,,,,,,,,,,,,,
경기도,중앙시장,노외,경기도 동두천시 생연로 162,37.9065771100,127.0527880612,경기도 동두천시청,031-860-2299,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,,,,,,,,,,,,,,,,,,
경기도,동두천시 생연2동행정복지센터,노외,경기도 동두천시 생연로 95,37.9011366774,127.0498964340,경기도 동두천시청,031-860-2299,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,,,,,,,,,,,,,,,,,,
경기도,송내3공용주차장,노외,경기도 동두천시 송내동 676,37.8825489694,127.0534311342,경기도 동두천시청,031-860-2299,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,,,,,,,,,,,,,,,,,,
경기도,송내2공용주차장,노외,경기도 동두천시 송내동 689,37.8840546546,127.0507381199,경기도 동두천시청,031-860-2299,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,,,,,,,,,,,,,,,,,,
경기도,동원아파트 앞,노상,경기도 동두천시 송터로 15,37.9089424790,127.0616250022,경기도 동두천시청,031-860-2299,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,00:00,24:00,,,,,,,,,,,,,,,,,,
